Ret.Time	Absolute Intensity	Relative Intensity
9.100	20441	0.56
9.103	21039	0.58
9.107	21532	0.59
9.110	21765	0.60
9.113	22159	0.61
9.117	22656	0.62
9.120	22592	0.62
9.123	22558	0.62
9.127	22474	0.62
9.130	21920	0.60
9.133	21395	0.59
9.137	21564	0.59
9.140	21642	0.59
9.143	21393	0.59
9.147	21393	0.59
9.150	21377	0.59
9.153	21169	0.58
9.157	21013	0.58
9.160	21170	0.58
9.163	21351	0.58
9.167	21507	0.59
9.170	21463	0.59
9.173	21352	0.58
9.177	21398	0.59
9.180	21601	0.59
9.183	21465	0.59
9.187	21198	0.58
9.190	21405	0.59
9.193	21625	0.59
9.197	21865	0.60
9.200	22023	0.60
9.203	22031	0.60
9.207	21897	0.60
9.210	21912	0.60
9.213	22103	0.61
9.217	22185	0.61
9.220	22140	0.61
9.223	22198	0.61
9.227	22496	0.62
9.230	22685	0.62
9.233	22337	0.61
9.237	22204	0.61
9.240	22315	0.61
9.243	21987	0.60
9.247	21817	0.60
9.250	21886	0.60
9.253	21976	0.60
9.257	22086	0.60
9.260	22018	0.60
9.263	21837	0.60
9.267	21694	0.59
9.270	21455	0.59
9.273	21566	0.59
9.277	22005	0.60
9.280	22228	0.61
9.283	22441	0.61
9.287	22577	0.62
9.290	22411	0.61
9.293	22327	0.61
9.297	22365	0.61
9.300	22191	0.61
9.303	22071	0.60
9.307	22184	0.61
9.310	22207	0.61
9.313	22178	0.61
9.317	22164	0.61
9.320	22415	0.61
9.323	23624	0.65
9.327	24757	0.68
9.330	24985	0.68
9.333	25142	0.69
9.337	25105	0.69
9.340	24945	0.68
9.343	24832	0.68
9.347	24422	0.67
9.350	23350	0.64
9.353	22353	0.61
9.357	22005	0.60
9.360	21953	0.60
9.363	21895	0.60
9.367	21863	0.60
9.370	21758	0.60
9.373	21601	0.59
9.377	21404	0.59
9.380	21522	0.59
9.383	21635	0.59
9.387	22120	0.61
9.390	22861	0.63
9.393	23949	0.66
9.397	24708	0.68
9.400	25598	0.70
9.403	26340	0.72
9.407	26757	0.73
9.410	26775	0.73
9.413	26472	0.73
9.417	25711	0.70
9.420	24501	0.67
9.423	23688	0.65
9.427	23452	0.64
9.430	22854	0.63
9.433	21956	0.60
9.437	21717	0.59
9.440	21562	0.59
9.443	21474	0.59
9.447	21641	0.59
9.450	21549	0.59
9.453	21384	0.59
9.457	21343	0.58
9.460	21487	0.59
9.463	21797	0.60
9.467	21744	0.60
9.470	21643	0.59
9.473	21687	0.59
9.477	21833	0.60
9.480	22664	0.62
9.483	23608	0.65
9.487	23794	0.65
9.490	23477	0.64
9.493	23822	0.65
9.497	24641	0.67
9.500	25298	0.69
9.503	25495	0.70
9.507	25063	0.69
9.510	24900	0.68
9.513	24513	0.67
9.517	23780	0.65
9.520	22932	0.63
9.523	21915	0.60
9.527	21675	0.59
9.530	21686	0.59
9.533	21521	0.59
9.537	21267	0.58
9.540	21378	0.59
9.543	21563	0.59
9.547	21522	0.59
9.550	21421	0.59
9.553	21565	0.59
9.557	21860	0.60
9.560	21669	0.59
9.563	21624	0.59
9.567	21474	0.59
9.570	21564	0.59
9.573	21840	0.60
9.577	22041	0.60
9.580	22063	0.60
9.583	21676	0.59
9.587	21392	0.59
9.590	21413	0.59
9.593	21521	0.59
9.597	21506	0.59
9.600	21519	0.59
9.603	21395	0.59
9.607	21184	0.58
9.610	21112	0.58
9.613	20848	0.57
9.617	20760	0.57
9.620	21116	0.58
9.623	21414	0.59
9.627	21960	0.60
9.630	23286	0.64
9.633	24078	0.66
9.637	24062	0.66
9.640	23676	0.65
9.643	23516	0.64
9.647	23151	0.63
9.650	22177	0.61
9.653	21682	0.59
9.657	21470	0.59
9.660	21455	0.59
9.663	21362	0.59
9.667	21497	0.59
9.670	21857	0.60
9.673	21865	0.60
9.677	21675	0.59
9.680	21914	0.60
9.683	22364	0.61
9.687	23412	0.64
9.690	24179	0.66
9.693	25088	0.69
9.697	26867	0.74
9.700	27282	0.75
9.703	27213	0.75
9.707	26841	0.74
9.710	26344	0.72
9.713	25270	0.69
9.717	24282	0.67
9.720	23803	0.65
9.723	23854	0.65
9.727	24065	0.66
9.730	23976	0.66
9.733	23504	0.64
9.737	22613	0.62
9.740	21899	0.60
9.743	21507	0.59
9.747	21665	0.59
9.750	21634	0.59
9.753	21640	0.59
9.757	21404	0.59
9.760	21345	0.58
9.763	21706	0.59
9.767	22072	0.60
9.770	22004	0.60
9.773	21857	0.60
9.777	21711	0.59
9.780	21422	0.59
9.783	21148	0.58
9.787	21358	0.59
9.790	21450	0.59
9.793	21485	0.59
9.797	21418	0.59
9.800	21548	0.59
9.803	21318	0.58
9.807	21225	0.58
9.810	21347	0.58
9.813	21400	0.59
9.817	21387	0.59
9.820	21296	0.58
9.823	21098	0.58
9.827	21028	0.58
9.830	21063	0.58
9.833	21104	0.58
9.837	21104	0.58
9.840	21051	0.58
9.843	21174	0.58
9.847	21202	0.58
9.850	21410	0.59
9.853	21414	0.59
9.857	21240	0.58
9.860	21105	0.58
9.863	21146	0.58
9.867	21150	0.58
9.870	21126	0.58
9.873	21277	0.58
9.877	21470	0.59
9.880	21640	0.59
9.883	21743	0.60
9.887	21701	0.59
9.890	21685	0.59
9.893	21585	0.59
9.897	21691	0.59
9.900	21914	0.60
9.903	21696	0.59
9.907	21552	0.59
9.910	21518	0.59
9.913	21419	0.59
9.917	21291	0.58
9.920	21473	0.59
9.923	21740	0.60
9.927	21493	0.59
9.930	21585	0.59
9.933	21664	0.59
9.937	21857	0.60
9.940	21872	0.60
9.943	21597	0.59
9.947	21470	0.59
9.950	21607	0.59
9.953	21955	0.60
9.957	21813	0.60
9.960	21974	0.60
9.963	21906	0.60
9.967	22417	0.61
9.970	22217	0.61
9.973	22106	0.61
9.977	22137	0.61
9.980	21847	0.60
9.983	22125	0.61
9.987	22203	0.61
9.990	22091	0.61
9.993	22059	0.60
9.997	22446	0.61
10.000	23029	0.63
10.003	24518	0.67
10.007	25645	0.70
10.010	26365	0.72
10.013	26801	0.73
10.017	26930	0.74
10.020	26842	0.74
10.023	26046	0.71
10.027	25130	0.69
10.030	24696	0.68
10.033	23396	0.64
10.037	22099	0.61
10.040	21808	0.60
10.043	21923	0.60
10.047	21884	0.60
10.050	21826	0.60
10.053	21418	0.59
10.057	21466	0.59
10.060	21735	0.60
10.063	21630	0.59
10.067	21877	0.60
10.070	22117	0.61
10.073	22288	0.61
10.077	22877	0.63
10.080	23745	0.65
10.083	24453	0.67
10.087	24501	0.67
10.090	23618	0.65
10.093	22366	0.61
10.097	21549	0.59
10.100	21153	0.58
10.103	21102	0.58
10.107	20324	0.56
10.110	19158	0.52
10.113	19035	0.52
10.117	19215	0.53
10.120	19083	0.52
10.123	18983	0.52
10.127	19160	0.52
10.130	19262	0.53
10.133	19224	0.53
10.137	19423	0.53
10.140	20078	0.55
10.143	21190	0.58
10.147	22089	0.61
10.150	23595	0.65
10.153	25106	0.69
10.157	26166	0.72
10.160	27055	0.74
10.163	27490	0.75
10.167	27110	0.74
10.170	26030	0.71
10.173	24382	0.67
10.177	22624	0.62
10.180	22089	0.61
10.183	21908	0.60
10.187	21632	0.59
10.190	21688	0.59
10.193	21655	0.59
10.197	21217	0.58
10.200	21271	0.58
10.203	21293	0.58
10.207	20803	0.57
10.210	20347	0.56
10.213	20251	0.55
10.217	19541	0.54
10.220	19422	0.53
10.223	19277	0.53
10.227	19354	0.53
10.230	19137	0.52
10.233	19181	0.53
10.237	19577	0.54
10.240	21071	0.58
10.243	21942	0.60
10.247	23245	0.64
10.250	24722	0.68
10.253	26189	0.72
10.257	27353	0.75
10.260	27961	0.77
10.263	28665	0.79
10.267	29768	0.82
10.270	29887	0.82
10.273	29256	0.80
10.277	28156	0.77
10.280	27496	0.75
10.283	26036	0.71
10.287	24621	0.67
10.290	23514	0.64
10.293	22436	0.61
10.297	21770	0.60
10.300	21664	0.59
10.303	21817	0.60
10.307	21742	0.60
10.310	21527	0.59
10.313	21480	0.59
10.317	21472	0.59
10.320	21710	0.59
10.323	21703	0.59
10.327	21377	0.59
10.330	21397	0.59
10.333	21614	0.59
10.337	21655	0.59
10.340	21773	0.60
10.343	21714	0.59
10.347	21493	0.59
10.350	21346	0.58
10.353	21181	0.58
10.357	21037	0.58
10.360	21075	0.58
10.363	21180	0.58
10.367	21209	0.58
10.370	21257	0.58
10.373	21060	0.58
10.377	20916	0.57
10.380	21078	0.58
10.383	21018	0.58
10.387	20856	0.57
10.390	20831	0.57
10.393	21056	0.58
10.397	21280	0.58
10.400	21281	0.58
10.403	21087	0.58
10.407	20917	0.57
10.410	20974	0.57
10.413	21102	0.58
10.417	21350	0.58
10.420	21496	0.59
10.423	21344	0.58
10.427	21273	0.58
10.430	21285	0.58
10.433	20992	0.57
10.437	20976	0.57
10.440	20878	0.57
10.443	20758	0.57
10.447	20910	0.57
10.450	20948	0.57
10.453	20826	0.57
10.457	20624	0.56
10.460	20642	0.57
10.463	20843	0.57
10.467	20729	0.57
10.470	20605	0.56
10.473	20679	0.57
10.477	20682	0.57
10.480	20722	0.57
10.483	20678	0.57
10.487	20567	0.56
10.490	20698	0.57
10.493	20697	0.57
10.497	20607	0.56
10.500	20428	0.56
10.503	20429	0.56
10.507	20566	0.56
10.510	20727	0.57
10.513	20805	0.57
10.517	20725	0.57
10.520	20721	0.57
10.523	20738	0.57
10.527	20827	0.57
10.530	20943	0.57
10.533	20827	0.57
10.537	20551	0.56
10.540	20587	0.56
10.543	20454	0.56
10.547	20429	0.56
10.550	20504	0.56
10.553	20467	0.56
10.557	20488	0.56
10.560	20655	0.57
10.563	20681	0.57
10.567	20580	0.56
10.570	20503	0.56
10.573	20696	0.57
10.577	20938	0.57
10.580	20993	0.58
10.583	21330	0.58
10.587	21737	0.60
10.590	21735	0.60
10.593	21498	0.59
10.597	21456	0.59
10.600	21644	0.59
10.603	21849	0.60
10.607	22052	0.60
10.610	22074	0.60
10.613	21991	0.60
10.617	21924	0.60
10.620	21837	0.60
10.623	21597	0.59
10.627	21302	0.58
10.630	21274	0.58
10.633	21019	0.58
10.637	20768	0.57
10.640	20706	0.57
10.643	20524	0.56
10.647	20961	0.57
10.650	21637	0.59
10.653	21169	0.58
10.657	20618	0.56
10.660	20413	0.56
10.663	20431	0.56
10.667	20493	0.56
10.670	20511	0.56
10.673	20720	0.57
10.677	21060	0.58
10.680	21142	0.58
10.683	21161	0.58
10.687	20870	0.57
10.690	20713	0.57
10.693	20852	0.57
10.697	21373	0.59
10.700	21446	0.59
10.703	21726	0.60
10.707	22101	0.61
10.710	22288	0.61
10.713	22109	0.61
10.717	21740	0.60
10.720	21468	0.59
10.723	21447	0.59
10.727	21674	0.59
10.730	21867	0.60
10.733	21589	0.59
10.737	21261	0.58
10.740	21232	0.58
10.743	21312	0.58
10.747	21553	0.59
10.750	21521	0.59
10.753	21677	0.59
10.757	21491	0.59
10.760	22020	0.60
10.763	23534	0.64
10.767	26426	0.72
10.770	29319	0.80
10.773	32471	0.89
10.777	35470	0.97
10.780	37475	1.03
10.783	38248	1.05
10.787	38119	1.04
10.790	35519	0.97
10.793	32408	0.89
10.797	29330	0.80
10.800	26854	0.74
10.803	24621	0.67
10.807	22759	0.62
10.810	21613	0.59
10.813	21398	0.59
10.817	21394	0.59
10.820	21623	0.59
10.823	22316	0.61
10.827	23084	0.63
10.830	23457	0.64
10.833	23028	0.63
10.837	22680	0.62
10.840	22683	0.62
10.843	22838	0.63
10.847	22827	0.63
10.850	22670	0.62
10.853	22918	0.63
10.857	22625	0.62
10.860	22320	0.61
10.863	22507	0.62
10.867	22898	0.63
10.870	23066	0.63
10.873	23413	0.64
10.877	23670	0.65
10.880	23485	0.64
10.883	23123	0.63
10.887	23014	0.63
10.890	22887	0.63
10.893	22617	0.62
10.897	22366	0.61
10.900	22313	0.61
10.903	22449	0.61
10.907	22509	0.62
10.910	22290	0.61
10.913	21981	0.60
10.917	21667	0.59
10.920	21381	0.59
10.923	21096	0.58
10.927	20920	0.57
10.930	20825	0.57
10.933	20841	0.57
10.937	20897	0.57
10.940	20881	0.57
10.943	20850	0.57
10.947	20864	0.57
10.950	20835	0.57
10.953	20812	0.57
10.957	20910	0.57
10.960	20891	0.57
10.963	20936	0.57
10.967	21058	0.58
10.970	20915	0.57
10.973	20878	0.57
10.977	21052	0.58
10.980	21112	0.58
10.983	20929	0.57
10.987	20729	0.57
10.990	20947	0.57
10.993	21107	0.58
10.997	20941	0.57
11.000	21021	0.58
11.003	20863	0.57
11.007	20787	0.57
11.010	20682	0.57
11.013	20729	0.57
11.017	20582	0.56
11.020	20811	0.57
11.023	21185	0.58
11.027	21761	0.60
11.030	22696	0.62
11.033	22449	0.61
11.037	21407	0.59
11.040	21070	0.58
11.043	21199	0.58
11.047	21191	0.58
11.050	21222	0.58
11.053	21387	0.59
11.057	21119	0.58
11.060	20556	0.56
11.063	20245	0.55
11.067	20153	0.55
11.070	20064	0.55
11.073	19915	0.55
11.077	19516	0.53
11.080	19157	0.52
11.083	19353	0.53
11.087	19801	0.54
11.090	20049	0.55
11.093	20086	0.55
11.097	20006	0.55
11.100	20223	0.55
11.103	20511	0.56
11.107	20404	0.56
11.110	19834	0.54
11.113	19637	0.54
11.117	19993	0.55
11.120	19984	0.55
11.123	19946	0.55
11.127	20498	0.56
11.130	20874	0.57
11.133	20732	0.57
11.137	20458	0.56
11.140	20074	0.55
11.143	20235	0.55
11.147	21319	0.58
11.150	21798	0.60
11.153	21797	0.60
11.157	22302	0.61
11.160	22489	0.62
11.163	22667	0.62
11.167	22728	0.62
11.170	22884	0.63
11.173	23029	0.63
11.177	22821	0.63
11.180	22715	0.62
11.183	22704	0.62
11.187	22873	0.63
11.190	23044	0.63
11.193	23082	0.63
11.197	23251	0.64
11.200	23450	0.64
11.203	23283	0.64
11.207	23059	0.63
11.210	22901	0.63
11.213	22916	0.63
11.217	23130	0.63
11.220	23427	0.64
11.223	23964	0.66
11.227	25690	0.70
11.230	26963	0.74
11.233	27704	0.76
11.237	28499	0.78
11.240	28599	0.78
11.243	27898	0.76
11.247	26644	0.73
11.250	25078	0.69
11.253	23851	0.65
11.257	23661	0.65
11.260	23699	0.65
11.263	23351	0.64
11.267	22151	0.61
11.270	21805	0.60
11.273	21730	0.60
11.277	21953	0.60
11.280	21964	0.60
11.283	21633	0.59
11.287	21482	0.59
11.290	21582	0.59
11.293	21582	0.59
11.297	21764	0.60
11.300	21579	0.59
11.303	20658	0.57
11.307	20325	0.56
11.310	20604	0.56
11.313	20414	0.56
11.317	20731	0.57
11.320	21121	0.58
11.323	20652	0.57
11.327	19939	0.55
11.330	19840	0.54
11.333	20006	0.55
11.337	20170	0.55
11.340	20259	0.55
11.343	21167	0.58
11.347	21452	0.59
11.350	21272	0.58
11.353	21037	0.58
11.357	20176	0.55
11.360	19785	0.54
11.363	19596	0.54
11.367	19476	0.53
11.370	19291	0.53
11.373	19427	0.53
11.377	19834	0.54
11.380	20159	0.55
11.383	20061	0.55
11.387	19753	0.54
11.390	19785	0.54
11.393	20060	0.55
11.397	19921	0.55
11.400	19607	0.54
11.403	19514	0.53
11.407	19548	0.54
11.410	19641	0.54
11.413	19686	0.54
11.417	19634	0.54
11.420	19485	0.53
11.423	19232	0.53
11.427	19248	0.53
11.430	19115	0.52
11.433	18941	0.52
11.437	19001	0.52
11.440	19365	0.53
11.443	19578	0.54
11.447	19519	0.53
11.450	19377	0.53
11.453	19585	0.54
11.457	19550	0.54
11.460	19760	0.54
11.463	20064	0.55
11.467	20594	0.56
11.470	20000	0.55
11.473	19462	0.53
11.477	19983	0.55
11.480	20750	0.57
11.483	21204	0.58
11.487	21599	0.59
11.490	21854	0.60
11.493	21904	0.60
11.497	22148	0.61
11.500	22392	0.61
11.503	22711	0.62
11.507	23789	0.65
11.510	23992	0.66
11.513	23766	0.65
11.517	23823	0.65
11.520	23984	0.66
11.523	24053	0.66
11.527	23966	0.66
11.530	23311	0.64
11.533	22269	0.61
11.537	22208	0.61
11.540	21497	0.59
11.543	20986	0.57
11.547	20945	0.57
11.550	20516	0.56
11.553	20208	0.55
11.557	20431	0.56
11.560	20537	0.56
11.563	20360	0.56
11.567	20313	0.56
11.570	20272	0.56
11.573	20358	0.56
11.577	20454	0.56
11.580	20536	0.56
11.583	20592	0.56
11.587	20695	0.57
11.590	20709	0.57
11.593	20765	0.57
11.597	20897	0.57
11.600	20560	0.56
11.603	20443	0.56
11.607	20662	0.57
11.610	20593	0.56
11.613	20397	0.56
11.617	20703	0.57
11.620	20786	0.57
11.623	20829	0.57
11.627	21136	0.58
11.630	21102	0.58
11.633	21617	0.59
11.637	22080	0.60
11.640	22426	0.61
11.643	22150	0.61
11.647	21422	0.59
11.650	21064	0.58
11.653	21310	0.58
11.657	21519	0.59
11.660	21488	0.59
11.663	21726	0.60
11.667	21904	0.60
11.670	22141	0.61
11.673	22171	0.61
11.677	22040	0.60
11.680	22098	0.61
11.683	22009	0.60
11.687	21688	0.59
11.690	21723	0.60
11.693	21950	0.60
11.697	22300	0.61
11.700	22635	0.62
11.703	22728	0.62
11.707	22707	0.62
11.710	22471	0.62
11.713	22258	0.61
11.717	22181	0.61
11.720	22083	0.60
11.723	22125	0.61
11.727	22265	0.61
11.730	22161	0.61
11.733	21998	0.60
11.737	21931	0.60
11.740	21639	0.59
11.743	21243	0.58
11.747	20539	0.56
11.750	20435	0.56
11.753	20726	0.57
11.757	20840	0.57
11.760	20781	0.57
11.763	21151	0.58
11.767	21644	0.59
11.770	21930	0.60
11.773	22084	0.60
11.777	21974	0.60
11.780	21392	0.59
11.783	21074	0.58
11.787	20994	0.58
11.790	20907	0.57
11.793	20581	0.56
11.797	20417	0.56
11.800	20515	0.56
11.803	20629	0.57
11.807	20473	0.56
11.810	20455	0.56
11.813	20514	0.56
11.817	20485	0.56
11.820	20371	0.56
11.823	20421	0.56
11.827	20531	0.56
11.830	20656	0.57
11.833	20620	0.56
11.837	20808	0.57
11.840	21150	0.58
11.843	20939	0.57
11.847	20892	0.57
11.850	21809	0.60
11.853	22210	0.61
11.857	22216	0.61
11.860	22131	0.61
11.863	21778	0.60
11.867	21444	0.59
11.870	21535	0.59
11.873	21188	0.58
11.877	20638	0.57
11.880	20616	0.56
11.883	20882	0.57
11.887	20625	0.56
11.890	19985	0.55
11.893	19768	0.54
11.897	19962	0.55
11.900	20310	0.56
11.903	20166	0.55
11.907	20284	0.56
11.910	20084	0.55
11.913	19641	0.54
11.917	19630	0.54
11.920	19791	0.54
11.923	19845	0.54
11.927	19798	0.54
11.930	19772	0.54
11.933	19620	0.54
11.937	19468	0.53
11.940	19605	0.54
11.943	19659	0.54
11.947	19635	0.54
11.950	19846	0.54
11.953	20378	0.56
11.957	20457	0.56
11.960	20468	0.56
11.963	20699	0.57
11.967	20721	0.57
11.970	20752	0.57
11.973	20751	0.57
11.977	20719	0.57
11.980	20705	0.57
11.983	20652	0.57
11.987	20229	0.55
11.990	19814	0.54
11.993	19982	0.55
11.997	20351	0.56
12.000	20144	0.55
12.003	19792	0.54
12.007	19850	0.54
12.010	19993	0.55
12.013	20124	0.55
12.017	20371	0.56
12.020	20418	0.56
12.023	20284	0.56
12.027	20122	0.55
12.030	19663	0.54
12.033	19400	0.53
12.037	19500	0.53
12.040	19666	0.54
12.043	19680	0.54
12.047	19632	0.54
12.050	19616	0.54
12.053	19571	0.54
12.057	19588	0.54
12.060	19510	0.53
12.063	19362	0.53
12.067	19412	0.53
12.070	19675	0.54
12.073	20047	0.55
12.077	20557	0.56
12.080	20556	0.56
12.083	19859	0.54
12.087	19581	0.54
12.090	19652	0.54
12.093	19993	0.55
12.097	19959	0.55
12.100	20043	0.55
12.103	20318	0.56
12.107	20161	0.55
12.110	19678	0.54
12.113	19550	0.54
12.117	19633	0.54
12.120	19657	0.54
12.123	19556	0.54
12.127	19539	0.54
12.130	19622	0.54
12.133	19593	0.54
12.137	19452	0.53
12.140	19363	0.53
12.143	19396	0.53
12.147	19333	0.53
12.150	19258	0.53
12.153	19218	0.53
12.157	19541	0.54
12.160	20004	0.55
12.163	20434	0.56
12.167	20388	0.56
12.170	20408	0.56
12.173	20431	0.56
12.177	20617	0.56
12.180	20751	0.57
12.183	20482	0.56
12.187	20011	0.55
12.190	19811	0.54
12.193	19425	0.53
12.197	19343	0.53
12.200	19415	0.53
12.203	19386	0.53
12.207	19481	0.53
12.210	19419	0.53
12.213	19201	0.53
12.217	19221	0.53
12.220	19424	0.53
12.223	19320	0.53
12.227	19142	0.52
12.230	19077	0.52
12.233	19136	0.52
12.237	19348	0.53
12.240	19291	0.53
12.243	19267	0.53
12.247	19327	0.53
12.250	19373	0.53
12.253	19252	0.53
12.257	19480	0.53
12.260	19821	0.54
12.263	19814	0.54
12.267	19710	0.54
12.270	19879	0.54
12.273	20123	0.55
12.277	20276	0.56
12.280	19971	0.55
12.283	19545	0.54
12.287	19471	0.53
12.290	19474	0.53
12.293	19463	0.53
12.297	19468	0.53
12.300	19697	0.54
12.303	19914	0.55
12.307	19810	0.54
12.310	19819	0.54
12.313	19876	0.54
12.317	19737	0.54
12.320	19606	0.54
12.323	19537	0.54
12.327	19517	0.53
12.330	19533	0.54
12.333	19470	0.53
12.337	19557	0.54
12.340	19761	0.54
12.343	19748	0.54
12.347	19583	0.54
12.350	19442	0.53
12.353	19372	0.53
12.357	19389	0.53
12.360	19849	0.54
12.363	19864	0.54
12.367	19779	0.54
12.370	19775	0.54
12.373	19850	0.54
12.377	19812	0.54
12.380	19843	0.54
12.383	19916	0.55
12.387	19955	0.55
12.390	20053	0.55
12.393	19998	0.55
12.397	19740	0.54
12.400	19660	0.54
12.403	19671	0.54
12.407	19527	0.53
12.410	19542	0.54
12.413	19698	0.54
12.417	19877	0.54
12.420	20147	0.55
12.423	20165	0.55
12.427	21497	0.59
12.430	22128	0.61
12.433	23231	0.64
12.437	24504	0.67
12.440	25299	0.69
12.443	25664	0.70
12.447	25705	0.70
12.450	25377	0.70
12.453	24310	0.67
12.457	22381	0.61
12.460	20484	0.56
12.463	20102	0.55
12.467	19719	0.54
12.470	19480	0.53
12.473	19228	0.53
12.477	19188	0.53
12.480	19346	0.53
12.483	19499	0.53
12.487	19425	0.53
12.490	19365	0.53
12.493	19457	0.53
12.497	19419	0.53
12.500	19264	0.53
12.503	19156	0.52
12.507	19100	0.52
12.510	19177	0.53
12.513	19310	0.53
12.517	19180	0.53
12.520	19106	0.52
12.523	19054	0.52
12.527	18932	0.52
12.530	18924	0.52
12.533	19190	0.53
12.537	19432	0.53
12.540	19672	0.54
12.543	19833	0.54
12.547	19701	0.54
12.550	19634	0.54
12.553	19701	0.54
12.557	19672	0.54
12.560	19749	0.54
12.563	19732	0.54
12.567	19476	0.53
12.570	19542	0.54
12.573	19732	0.54
12.577	19736	0.54
12.580	19719	0.54
12.583	19542	0.54
12.587	19412	0.53
12.590	19481	0.53
12.593	19635	0.54
12.597	19491	0.53
12.600	19142	0.52
12.603	18895	0.52
12.607	19368	0.53
12.610	19670	0.54
12.613	19578	0.54
12.617	19373	0.53
12.620	19324	0.53
12.623	19192	0.53
12.627	18884	0.52
12.630	18971	0.52
12.633	19173	0.53
12.637	19400	0.53
12.640	19282	0.53
12.643	19044	0.52
12.647	19235	0.53
12.650	19430	0.53
12.653	19343	0.53
12.657	19300	0.53
12.660	19098	0.52
12.663	18932	0.52
12.667	18752	0.51
12.670	18684	0.51
12.673	19117	0.52
12.677	19279	0.53
12.680	19293	0.53
12.683	19155	0.52
12.687	19181	0.53
12.690	19193	0.53
12.693	19272	0.53
12.697	19298	0.53
12.700	19313	0.53
12.703	19252	0.53
12.707	19287	0.53
12.710	19251	0.53
12.713	19238	0.53
12.717	19333	0.53
12.720	19264	0.53
12.723	19245	0.53
12.727	19234	0.53
12.730	19047	0.52
12.733	19067	0.52
12.737	19160	0.52
12.740	19127	0.52
12.743	19106	0.52
12.747	18992	0.52
12.750	18996	0.52
12.753	19143	0.52
12.757	19164	0.52
12.760	18995	0.52
12.763	18890	0.52
12.767	18804	0.52
12.770	18830	0.52
12.773	18836	0.52
12.777	18816	0.52
12.780	18840	0.52
12.783	18762	0.51
12.787	18702	0.51
12.790	18710	0.51
12.793	18576	0.51
12.797	18439	0.51
12.800	18439	0.51
12.803	18761	0.51
12.807	18861	0.52
12.810	18617	0.51
12.813	18151	0.50
12.817	17762	0.49
12.820	17828	0.49
12.823	18030	0.49
12.827	18158	0.50
12.830	18111	0.50
12.833	18118	0.50
12.837	18378	0.50
12.840	18358	0.50
12.843	18157	0.50
12.847	18391	0.50
12.850	18443	0.51
12.853	18287	0.50
12.857	18158	0.50
12.860	18070	0.49
12.863	18094	0.50
12.867	17684	0.48
12.870	17788	0.49
12.873	17936	0.49
12.877	18108	0.50
12.880	18256	0.50
12.883	18315	0.50
12.887	18290	0.50
12.890	17929	0.49
12.893	17680	0.48
12.897	17746	0.49
12.900	18184	0.50
12.903	18152	0.50
12.907	17707	0.49
12.910	17863	0.49
12.913	18434	0.50
12.917	18645	0.51
12.920	18541	0.51
12.923	18558	0.51
12.927	18555	0.51
12.930	18613	0.51
12.933	18577	0.51
12.937	18536	0.51
12.940	18569	0.51
12.943	18199	0.50
12.947	18447	0.51
12.950	19077	0.52
12.953	19120	0.52
12.957	18692	0.51
12.960	18332	0.50
12.963	18730	0.51
12.967	19011	0.52
12.970	18762	0.51
12.973	18851	0.52
12.977	19002	0.52
12.980	18984	0.52
12.983	18905	0.52
12.987	18986	0.52
12.990	19088	0.52
12.993	18924	0.52
12.997	18570	0.51
13.000	18312	0.50
13.003	18267	0.50
13.007	18470	0.51
13.010	18733	0.51
13.013	18787	0.51
13.017	18833	0.52
13.020	18799	0.51
13.023	18689	0.51
13.027	18716	0.51
13.030	18875	0.52
